tahun,bulan,provinsi,produk,value usd
2023,Januari,Bali,Bangunan Prefabrikasi,147602.62
2023,Januari,DI Yogyakarta,Bangunan Prefabrikasi,12250
2023,Januari,Jawa Tengah,Bangunan Prefabrikasi,27477.92
2023,Januari,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Februari,Bali,Bangunan Prefabrikasi,44620.69
2023,Februari,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Februari,Jawa Tengah,Bangunan Prefabrikasi,34889.08
2023,Februari,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Maret,Bali,Bangunan Prefabrikasi,64070.13
2023,Maret,DI Yogyakarta,Bangunan Prefabrikasi,12200
2023,Maret,Jawa Tengah,Bangunan Prefabrikasi,35878.71
2023,Maret,Sulawesi Utara,Bangunan Prefabrikasi,18500
2023,April,Bali,Bangunan Prefabrikasi,374719.03
2023,April,DI Yogyakarta,Bangunan Prefabrikasi,7550
2023,April,Jawa Tengah,Bangunan Prefabrikasi,23739.19
2023,April,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Mei,Bali,Bangunan Prefabrikasi,0
2023,Mei,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Mei,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Mei,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Juni,Bali,Bangunan Prefabrikasi,0
2023,Juni,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Juni,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Juni,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Juli,Bali,Bangunan Prefabrikasi,0
2023,Juli,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Juli,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Juli,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Agustus,Bali,Bangunan Prefabrikasi,0
2023,Agustus,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Agustus,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Agustus,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,September,Bali,Bangunan Prefabrikasi,0
2023,September,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,September,Jawa Tengah,Bangunan Prefabrikasi,0
2023,September,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Oktober,Bali,Bangunan Prefabrikasi,0
2023,Oktober,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Oktober,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Oktober,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,November,Bali,Bangunan Prefabrikasi,0
2023,November,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,November,Jawa Tengah,Bangunan Prefabrikasi,0
2023,November,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Desember,Bali,Bangunan Prefabrikasi,0
2023,Desember,DI Yogyakarta,Bangunan Prefabrikasi,0
2023,Desember,Jawa Tengah,Bangunan Prefabrikasi,0
2023,Desember,Sulawesi Utara,Bangunan Prefabrikasi,0
2023,Januari,DKI Jakarta,Chipwood,8.66
2023,Januari,Gorontalo,Chipwood,0
2023,Januari,Jawa Barat,Chipwood,1059.44
2023,Januari,Jawa Tengah,Chipwood,66053.4
2023,Januari,Jawa Timur,Chipwood,48294.4
2023,Januari,Kalimantan Tengah,Chipwood,11048520.72
2023,Januari,Kalimantan Timur,Chipwood,7965450
2023,Januari,Sumatera Utara,Chipwood,0
2023,Februari,DKI Jakarta,Chipwood,1.88
2023,Februari,Gorontalo,Chipwood,1584322.5
2023,Februari,Jawa Barat,Chipwood,1492.7
2023,Februari,Jawa Tengah,Chipwood,39706.26
2023,Februari,Jawa Timur,Chipwood,36709.2
2023,Februari,Kalimantan Tengah,Chipwood,7782974.06
2023,Februari,Kalimantan Timur,Chipwood,2898500
2023,Februari,Sumatera Utara,Chipwood,23985
2023,Maret,DKI Jakarta,Chipwood,5.25
2023,Maret,Gorontalo,Chipwood,0
2023,Maret,Jawa Barat,Chipwood,0
2023,Maret,Jawa Tengah,Chipwood,0
2023,Maret,Jawa Timur,Chipwood,52043.2
2023,Maret,Kalimantan Tengah,Chipwood,7474324.27
2023,Maret,Kalimantan Timur,Chipwood,6077500
2023,Maret,Sumatera Utara,Chipwood,21541
2023,April,DKI Jakarta,Chipwood,3.6
2023,April,Gorontalo,Chipwood,1433038.5
2023,April,Jawa Barat,Chipwood,5
2023,April,Jawa Tengah,Chipwood,22370.6
2023,April,Jawa Timur,Chipwood,24499.2
2023,April,Kalimantan Tengah,Chipwood,2788651.59
2023,April,Kalimantan Timur,Chipwood,8167500
2023,April,Sumatera Utara,Chipwood,29046
2023,Mei,DKI Jakarta,Chipwood,0
2023,Mei,Gorontalo,Chipwood,0
2023,Mei,Jawa Barat,Chipwood,0
2023,Mei,Jawa Tengah,Chipwood,0
2023,Mei,Jawa Timur,Chipwood,0
2023,Mei,Kalimantan Tengah,Chipwood,0
2023,Mei,Kalimantan Timur,Chipwood,0
2023,Mei,Sumatera Utara,Chipwood,0
2023,Juni,DKI Jakarta,Chipwood,0
2023,Juni,Gorontalo,Chipwood,0
2023,Juni,Jawa Barat,Chipwood,0
2023,Juni,Jawa Tengah,Chipwood,0
2023,Juni,Jawa Timur,Chipwood,0
2023,Juni,Kalimantan Tengah,Chipwood,0
2023,Juni,Kalimantan Timur,Chipwood,0
2023,Juni,Sumatera Utara,Chipwood,0
2023,Juli,DKI Jakarta,Chipwood,0
2023,Juli,Gorontalo,Chipwood,0
2023,Juli,Jawa Barat,Chipwood,0
2023,Juli,Jawa Tengah,Chipwood,0
2023,Juli,Jawa Timur,Chipwood,0
2023,Juli,Kalimantan Tengah,Chipwood,0
2023,Juli,Kalimantan Timur,Chipwood,0
2023,Juli,Sumatera Utara,Chipwood,0
2023,Agustus,DKI Jakarta,Chipwood,0
2023,Agustus,Gorontalo,Chipwood,0
2023,Agustus,Jawa Barat,Chipwood,0
2023,Agustus,Jawa Tengah,Chipwood,0
2023,Agustus,Jawa Timur,Chipwood,0
2023,Agustus,Kalimantan Tengah,Chipwood,0
2023,Agustus,Kalimantan Timur,Chipwood,0
2023,Agustus,Sumatera Utara,Chipwood,0
2023,September,DKI Jakarta,Chipwood,0
2023,September,Gorontalo,Chipwood,0
2023,September,Jawa Barat,Chipwood,0
2023,September,Jawa Tengah,Chipwood,0
2023,September,Jawa Timur,Chipwood,0
2023,September,Kalimantan Tengah,Chipwood,0
2023,September,Kalimantan Timur,Chipwood,0
2023,September,Sumatera Utara,Chipwood,0
2023,Oktober,DKI Jakarta,Chipwood,0
2023,Oktober,Gorontalo,Chipwood,0
2023,Oktober,Jawa Barat,Chipwood,0
2023,Oktober,Jawa Tengah,Chipwood,0
2023,Oktober,Jawa Timur,Chipwood,0
2023,Oktober,Kalimantan Tengah,Chipwood,0
2023,Oktober,Kalimantan Timur,Chipwood,0
2023,Oktober,Sumatera Utara,Chipwood,0
2023,November,DKI Jakarta,Chipwood,0
2023,November,Gorontalo,Chipwood,0
2023,November,Jawa Barat,Chipwood,0
2023,November,Jawa Tengah,Chipwood,0
2023,November,Jawa Timur,Chipwood,0
2023,November,Kalimantan Tengah,Chipwood,0
2023,November,Kalimantan Timur,Chipwood,0
2023,November,Sumatera Utara,Chipwood,0
2023,Desember,DKI Jakarta,Chipwood,0
2023,Desember,Gorontalo,Chipwood,0
2023,Desember,Jawa Barat,Chipwood,0
2023,Desember,Jawa Tengah,Chipwood,0
2023,Desember,Jawa Timur,Chipwood,0
2023,Desember,Kalimantan Tengah,Chipwood,0
2023,Desember,Kalimantan Timur,Chipwood,0
2023,Desember,Sumatera Utara,Chipwood,0
2023,Januari,Bali,Furnitur Kayu,3331413.96
2023,Januari,Banten,Furnitur Kayu,8968683.9
2023,Januari,DI Yogyakarta,Furnitur Kayu,2285832.12
2023,Januari,DKI Jakarta,Furnitur Kayu,7496171.74
2023,Januari,Jawa Barat,Furnitur Kayu,9246486.05
2023,Januari,Jawa Tengah,Furnitur Kayu,54435812.66
2023,Januari,Jawa Timur,Furnitur Kayu,41592731.71
2023,Januari,Kalimantan Selatan,Furnitur Kayu,26444.56
2023,Januari,Kepulauan Riau,Furnitur Kayu,1212788.39
2023,Januari,Lampung,Furnitur Kayu,60491.56
2023,Januari,Nusa Tenggara Timur,Furnitur Kayu,94537.5
2023,Januari,Papua,Furnitur Kayu,22716
2023,Januari,Sulawesi Selatan,Furnitur Kayu,263964.4
2023,Januari,Sumatera Selatan,Furnitur Kayu,437.01
2023,Januari,Sumatera Utara,Furnitur Kayu,1808123.71
2023,Februari,Bali,Furnitur Kayu,3807622.42
2023,Februari,Banten,Furnitur Kayu,8743262.46
2023,Februari,DI Yogyakarta,Furnitur Kayu,3330936.23
2023,Februari,DKI Jakarta,Furnitur Kayu,6555881.22
2023,Februari,Jawa Barat,Furnitur Kayu,9713743.42
2023,Februari,Jawa Tengah,Furnitur Kayu,58006186.08
2023,Februari,Jawa Timur,Furnitur Kayu,34320394.15
2023,Februari,Kalimantan Selatan,Furnitur Kayu,16522.16
2023,Februari,Kepulauan Riau,Furnitur Kayu,1215097.92
2023,Februari,Lampung,Furnitur Kayu,61259.5
2023,Februari,Nusa Tenggara Timur,Furnitur Kayu,88694.5
2023,Februari,Papua,Furnitur Kayu,0
2023,Februari,Sulawesi Selatan,Furnitur Kayu,298429
2023,Februari,Sumatera Selatan,Furnitur Kayu,313.07
2023,Februari,Sumatera Utara,Furnitur Kayu,1963563.42
2023,Maret,Bali,Furnitur Kayu,4273220.37
2023,Maret,Banten,Furnitur Kayu,9454444.26
2023,Maret,DI Yogyakarta,Furnitur Kayu,2760652.69
2023,Maret,DKI Jakarta,Furnitur Kayu,6794098.12
2023,Maret,Jawa Barat,Furnitur Kayu,12162534.8
2023,Maret,Jawa Tengah,Furnitur Kayu,60081801.92
2023,Maret,Jawa Timur,Furnitur Kayu,38747856.67
2023,Maret,Kalimantan Selatan,Furnitur Kayu,0
2023,Maret,Kepulauan Riau,Furnitur Kayu,1202611.44
2023,Maret,Lampung,Furnitur Kayu,32336.5
2023,Maret,Nusa Tenggara Timur,Furnitur Kayu,114120.5
2023,Maret,Papua,Furnitur Kayu,0
2023,Maret,Sulawesi Selatan,Furnitur Kayu,324962
2023,Maret,Sumatera Selatan,Furnitur Kayu,1611.44
2023,Maret,Sumatera Utara,Furnitur Kayu,2133848.16
2023,April,Bali,Furnitur Kayu,3524831.12
2023,April,Banten,Furnitur Kayu,5100586.2
2023,April,DI Yogyakarta,Furnitur Kayu,2276015.05
2023,April,DKI Jakarta,Furnitur Kayu,4217616.89
2023,April,Jawa Barat,Furnitur Kayu,7198513.61
2023,April,Jawa Tengah,Furnitur Kayu,46612446.59
2023,April,Jawa Timur,Furnitur Kayu,29309664.74
2023,April,Kalimantan Selatan,Furnitur Kayu,47286.21
2023,April,Kepulauan Riau,Furnitur Kayu,566079.92
2023,April,Lampung,Furnitur Kayu,59333
2023,April,Nusa Tenggara Timur,Furnitur Kayu,69032.5
2023,April,Papua,Furnitur Kayu,0
2023,April,Sulawesi Selatan,Furnitur Kayu,174772.78
2023,April,Sumatera Selatan,Furnitur Kayu,0
2023,April,Sumatera Utara,Furnitur Kayu,1109194.18
2023,Mei,Bali,Furnitur Kayu,0
2023,Mei,Banten,Furnitur Kayu,0
2023,Mei,DI Yogyakarta,Furnitur Kayu,0
2023,Mei,DKI Jakarta,Furnitur Kayu,0
2023,Mei,Jawa Barat,Furnitur Kayu,0
2023,Mei,Jawa Tengah,Furnitur Kayu,0
2023,Mei,Jawa Timur,Furnitur Kayu,0
2023,Mei,Kalimantan Selatan,Furnitur Kayu,0
2023,Mei,Kepulauan Riau,Furnitur Kayu,0
2023,Mei,Lampung,Furnitur Kayu,0
2023,Mei,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Mei,Papua,Furnitur Kayu,0
2023,Mei,Sulawesi Selatan,Furnitur Kayu,0
2023,Mei,Sumatera Selatan,Furnitur Kayu,0
2023,Mei,Sumatera Utara,Furnitur Kayu,0
2023,Juni,Bali,Furnitur Kayu,0
2023,Juni,Banten,Furnitur Kayu,0
2023,Juni,DI Yogyakarta,Furnitur Kayu,0
2023,Juni,DKI Jakarta,Furnitur Kayu,0
2023,Juni,Jawa Barat,Furnitur Kayu,0
2023,Juni,Jawa Tengah,Furnitur Kayu,0
2023,Juni,Jawa Timur,Furnitur Kayu,0
2023,Juni,Kalimantan Selatan,Furnitur Kayu,0
2023,Juni,Kepulauan Riau,Furnitur Kayu,0
2023,Juni,Lampung,Furnitur Kayu,0
2023,Juni,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Juni,Papua,Furnitur Kayu,0
2023,Juni,Sulawesi Selatan,Furnitur Kayu,0
2023,Juni,Sumatera Selatan,Furnitur Kayu,0
2023,Juni,Sumatera Utara,Furnitur Kayu,0
2023,Juli,Bali,Furnitur Kayu,0
2023,Juli,Banten,Furnitur Kayu,0
2023,Juli,DI Yogyakarta,Furnitur Kayu,0
2023,Juli,DKI Jakarta,Furnitur Kayu,0
2023,Juli,Jawa Barat,Furnitur Kayu,0
2023,Juli,Jawa Tengah,Furnitur Kayu,0
2023,Juli,Jawa Timur,Furnitur Kayu,0
2023,Juli,Kalimantan Selatan,Furnitur Kayu,0
2023,Juli,Kepulauan Riau,Furnitur Kayu,0
2023,Juli,Lampung,Furnitur Kayu,0
2023,Juli,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Juli,Papua,Furnitur Kayu,0
2023,Juli,Sulawesi Selatan,Furnitur Kayu,0
2023,Juli,Sumatera Selatan,Furnitur Kayu,0
2023,Juli,Sumatera Utara,Furnitur Kayu,0
2023,Agustus,Bali,Furnitur Kayu,0
2023,Agustus,Banten,Furnitur Kayu,0
2023,Agustus,DI Yogyakarta,Furnitur Kayu,0
2023,Agustus,DKI Jakarta,Furnitur Kayu,0
2023,Agustus,Jawa Barat,Furnitur Kayu,0
2023,Agustus,Jawa Tengah,Furnitur Kayu,0
2023,Agustus,Jawa Timur,Furnitur Kayu,0
2023,Agustus,Kalimantan Selatan,Furnitur Kayu,0
2023,Agustus,Kepulauan Riau,Furnitur Kayu,0
2023,Agustus,Lampung,Furnitur Kayu,0
2023,Agustus,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Agustus,Papua,Furnitur Kayu,0
2023,Agustus,Sulawesi Selatan,Furnitur Kayu,0
2023,Agustus,Sumatera Selatan,Furnitur Kayu,0
2023,Agustus,Sumatera Utara,Furnitur Kayu,0
2023,September,Bali,Furnitur Kayu,0
2023,September,Banten,Furnitur Kayu,0
2023,September,DI Yogyakarta,Furnitur Kayu,0
2023,September,DKI Jakarta,Furnitur Kayu,0
2023,September,Jawa Barat,Furnitur Kayu,0
2023,September,Jawa Tengah,Furnitur Kayu,0
2023,September,Jawa Timur,Furnitur Kayu,0
2023,September,Kalimantan Selatan,Furnitur Kayu,0
2023,September,Kepulauan Riau,Furnitur Kayu,0
2023,September,Lampung,Furnitur Kayu,0
2023,September,Nusa Tenggara Timur,Furnitur Kayu,0
2023,September,Papua,Furnitur Kayu,0
2023,September,Sulawesi Selatan,Furnitur Kayu,0
2023,September,Sumatera Selatan,Furnitur Kayu,0
2023,September,Sumatera Utara,Furnitur Kayu,0
2023,Oktober,Bali,Furnitur Kayu,0
2023,Oktober,Banten,Furnitur Kayu,0
2023,Oktober,DI Yogyakarta,Furnitur Kayu,0
2023,Oktober,DKI Jakarta,Furnitur Kayu,0
2023,Oktober,Jawa Barat,Furnitur Kayu,0
2023,Oktober,Jawa Tengah,Furnitur Kayu,0
2023,Oktober,Jawa Timur,Furnitur Kayu,0
2023,Oktober,Kalimantan Selatan,Furnitur Kayu,0
2023,Oktober,Kepulauan Riau,Furnitur Kayu,0
2023,Oktober,Lampung,Furnitur Kayu,0
2023,Oktober,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Oktober,Papua,Furnitur Kayu,0
2023,Oktober,Sulawesi Selatan,Furnitur Kayu,0
2023,Oktober,Sumatera Selatan,Furnitur Kayu,0
2023,Oktober,Sumatera Utara,Furnitur Kayu,0
2023,November,Bali,Furnitur Kayu,0
2023,November,Banten,Furnitur Kayu,0
2023,November,DI Yogyakarta,Furnitur Kayu,0
2023,November,DKI Jakarta,Furnitur Kayu,0
2023,November,Jawa Barat,Furnitur Kayu,0
2023,November,Jawa Tengah,Furnitur Kayu,0
2023,November,Jawa Timur,Furnitur Kayu,0
2023,November,Kalimantan Selatan,Furnitur Kayu,0
2023,November,Kepulauan Riau,Furnitur Kayu,0
2023,November,Lampung,Furnitur Kayu,0
2023,November,Nusa Tenggara Timur,Furnitur Kayu,0
2023,November,Papua,Furnitur Kayu,0
2023,November,Sulawesi Selatan,Furnitur Kayu,0
2023,November,Sumatera Selatan,Furnitur Kayu,0
2023,November,Sumatera Utara,Furnitur Kayu,0
2023,Desember,Bali,Furnitur Kayu,0
2023,Desember,Banten,Furnitur Kayu,0
2023,Desember,DI Yogyakarta,Furnitur Kayu,0
2023,Desember,DKI Jakarta,Furnitur Kayu,0
2023,Desember,Jawa Barat,Furnitur Kayu,0
2023,Desember,Jawa Tengah,Furnitur Kayu,0
2023,Desember,Jawa Timur,Furnitur Kayu,0
2023,Desember,Kalimantan Selatan,Furnitur Kayu,0
2023,Desember,Kepulauan Riau,Furnitur Kayu,0
2023,Desember,Lampung,Furnitur Kayu,0
2023,Desember,Nusa Tenggara Timur,Furnitur Kayu,0
2023,Desember,Papua,Furnitur Kayu,0
2023,Desember,Sulawesi Selatan,Furnitur Kayu,0
2023,Desember,Sumatera Selatan,Furnitur Kayu,0
2023,Desember,Sumatera Utara,Furnitur Kayu,0
2023,Januari,Bali,Kerajinan,830679.52
2023,Januari,Banten,Kerajinan,3437021.54
2023,Januari,DI Yogyakarta,Kerajinan,287008.93
2023,Januari,DKI Jakarta,Kerajinan,63222.85
2023,Januari,Jambi,Kerajinan,0
2023,Januari,Jawa Barat,Kerajinan,772330.12
2023,Januari,Jawa Tengah,Kerajinan,2117369.29
2023,Januari,Jawa Timur,Kerajinan,425110.53
2023,Januari,Kalimantan Tengah,Kerajinan,12102
2023,Januari,Lampung,Kerajinan,132153
2023,Januari,Nusa Tenggara Timur,Kerajinan,4435
2023,Januari,Sumatera Selatan,Kerajinan,153839.2
2023,Januari,Sumatera Utara,Kerajinan,0
2023,Februari,Bali,Kerajinan,1201286.94
2023,Februari,Banten,Kerajinan,2179104.27
2023,Februari,DI Yogyakarta,Kerajinan,321183.87
2023,Februari,DKI Jakarta,Kerajinan,20452.3
2023,Februari,Jambi,Kerajinan,0
2023,Februari,Jawa Barat,Kerajinan,812151.89
2023,Februari,Jawa Tengah,Kerajinan,2121049.76
2023,Februari,Jawa Timur,Kerajinan,321759.34
2023,Februari,Kalimantan Tengah,Kerajinan,14190
2023,Februari,Lampung,Kerajinan,34718.4
2023,Februari,Nusa Tenggara Timur,Kerajinan,6689
2023,Februari,Sumatera Selatan,Kerajinan,37021.53
2023,Februari,Sumatera Utara,Kerajinan,20886.04
2023,Maret,Bali,Kerajinan,1585474.18
2023,Maret,Banten,Kerajinan,2872707.69
2023,Maret,DI Yogyakarta,Kerajinan,255667.95
2023,Maret,DKI Jakarta,Kerajinan,51182.23
2023,Maret,Jambi,Kerajinan,14730
2023,Maret,Jawa Barat,Kerajinan,1003349.44
2023,Maret,Jawa Tengah,Kerajinan,2273150
2023,Maret,Jawa Timur,Kerajinan,318113.46
2023,Maret,Kalimantan Tengah,Kerajinan,0
2023,Maret,Lampung,Kerajinan,88079.5
2023,Maret,Nusa Tenggara Timur,Kerajinan,1182
2023,Maret,Sumatera Selatan,Kerajinan,132822.93
2023,Maret,Sumatera Utara,Kerajinan,35776.89
2023,April,Bali,Kerajinan,1048222.17
2023,April,Banten,Kerajinan,1688277.69
2023,April,DI Yogyakarta,Kerajinan,272859.35
2023,April,DKI Jakarta,Kerajinan,74627.52
2023,April,Jambi,Kerajinan,0
2023,April,Jawa Barat,Kerajinan,614467.84
2023,April,Jawa Tengah,Kerajinan,1855594.81
2023,April,Jawa Timur,Kerajinan,301590.78
2023,April,Kalimantan Tengah,Kerajinan,10360
2023,April,Lampung,Kerajinan,27316.65
2023,April,Nusa Tenggara Timur,Kerajinan,0
2023,April,Sumatera Selatan,Kerajinan,19011.06
2023,April,Sumatera Utara,Kerajinan,0
2023,Mei,Bali,Kerajinan,0
2023,Mei,Banten,Kerajinan,0
2023,Mei,DI Yogyakarta,Kerajinan,0
2023,Mei,DKI Jakarta,Kerajinan,0
2023,Mei,Jambi,Kerajinan,0
2023,Mei,Jawa Barat,Kerajinan,0
2023,Mei,Jawa Tengah,Kerajinan,0
2023,Mei,Jawa Timur,Kerajinan,0
2023,Mei,Kalimantan Tengah,Kerajinan,0
2023,Mei,Lampung,Kerajinan,0
2023,Mei,Nusa Tenggara Timur,Kerajinan,0
2023,Mei,Sumatera Selatan,Kerajinan,0
2023,Mei,Sumatera Utara,Kerajinan,0
2023,Juni,Bali,Kerajinan,0
2023,Juni,Banten,Kerajinan,0
2023,Juni,DI Yogyakarta,Kerajinan,0
2023,Juni,DKI Jakarta,Kerajinan,0
2023,Juni,Jambi,Kerajinan,0
2023,Juni,Jawa Barat,Kerajinan,0
2023,Juni,Jawa Tengah,Kerajinan,0
2023,Juni,Jawa Timur,Kerajinan,0
2023,Juni,Kalimantan Tengah,Kerajinan,0
2023,Juni,Lampung,Kerajinan,0
2023,Juni,Nusa Tenggara Timur,Kerajinan,0
2023,Juni,Sumatera Selatan,Kerajinan,0
2023,Juni,Sumatera Utara,Kerajinan,0
2023,Juli,Bali,Kerajinan,0
2023,Juli,Banten,Kerajinan,0
2023,Juli,DI Yogyakarta,Kerajinan,0
2023,Juli,DKI Jakarta,Kerajinan,0
2023,Juli,Jambi,Kerajinan,0
2023,Juli,Jawa Barat,Kerajinan,0
2023,Juli,Jawa Tengah,Kerajinan,0
2023,Juli,Jawa Timur,Kerajinan,0
2023,Juli,Kalimantan Tengah,Kerajinan,0
2023,Juli,Lampung,Kerajinan,0
2023,Juli,Nusa Tenggara Timur,Kerajinan,0
2023,Juli,Sumatera Selatan,Kerajinan,0
2023,Juli,Sumatera Utara,Kerajinan,0
2023,Agustus,Bali,Kerajinan,0
2023,Agustus,Banten,Kerajinan,0
2023,Agustus,DI Yogyakarta,Kerajinan,0
2023,Agustus,DKI Jakarta,Kerajinan,0
2023,Agustus,Jambi,Kerajinan,0
2023,Agustus,Jawa Barat,Kerajinan,0
2023,Agustus,Jawa Tengah,Kerajinan,0
2023,Agustus,Jawa Timur,Kerajinan,0
2023,Agustus,Kalimantan Tengah,Kerajinan,0
2023,Agustus,Lampung,Kerajinan,0
2023,Agustus,Nusa Tenggara Timur,Kerajinan,0
2023,Agustus,Sumatera Selatan,Kerajinan,0
2023,Agustus,Sumatera Utara,Kerajinan,0
2023,September,Bali,Kerajinan,0
2023,September,Banten,Kerajinan,0
2023,September,DI Yogyakarta,Kerajinan,0
2023,September,DKI Jakarta,Kerajinan,0
2023,September,Jambi,Kerajinan,0
2023,September,Jawa Barat,Kerajinan,0
2023,September,Jawa Tengah,Kerajinan,0
2023,September,Jawa Timur,Kerajinan,0
2023,September,Kalimantan Tengah,Kerajinan,0
2023,September,Lampung,Kerajinan,0
2023,September,Nusa Tenggara Timur,Kerajinan,0
2023,September,Sumatera Selatan,Kerajinan,0
2023,September,Sumatera Utara,Kerajinan,0
2023,Oktober,Bali,Kerajinan,0
2023,Oktober,Banten,Kerajinan,0
2023,Oktober,DI Yogyakarta,Kerajinan,0
2023,Oktober,DKI Jakarta,Kerajinan,0
2023,Oktober,Jambi,Kerajinan,0
2023,Oktober,Jawa Barat,Kerajinan,0
2023,Oktober,Jawa Tengah,Kerajinan,0
2023,Oktober,Jawa Timur,Kerajinan,0
2023,Oktober,Kalimantan Tengah,Kerajinan,0
2023,Oktober,Lampung,Kerajinan,0
2023,Oktober,Nusa Tenggara Timur,Kerajinan,0
2023,Oktober,Sumatera Selatan,Kerajinan,0
2023,Oktober,Sumatera Utara,Kerajinan,0
2023,November,Bali,Kerajinan,0
2023,November,Banten,Kerajinan,0
2023,November,DI Yogyakarta,Kerajinan,0
2023,November,DKI Jakarta,Kerajinan,0
2023,November,Jambi,Kerajinan,0
2023,November,Jawa Barat,Kerajinan,0
2023,November,Jawa Tengah,Kerajinan,0
2023,November,Jawa Timur,Kerajinan,0
2023,November,Kalimantan Tengah,Kerajinan,0
2023,November,Lampung,Kerajinan,0
2023,November,Nusa Tenggara Timur,Kerajinan,0
2023,November,Sumatera Selatan,Kerajinan,0
2023,November,Sumatera Utara,Kerajinan,0
2023,Desember,Bali,Kerajinan,0
2023,Desember,Banten,Kerajinan,0
2023,Desember,DI Yogyakarta,Kerajinan,0
2023,Desember,DKI Jakarta,Kerajinan,0
2023,Desember,Jambi,Kerajinan,0
2023,Desember,Jawa Barat,Kerajinan,0
2023,Desember,Jawa Tengah,Kerajinan,0
2023,Desember,Jawa Timur,Kerajinan,0
2023,Desember,Kalimantan Tengah,Kerajinan,0
2023,Desember,Lampung,Kerajinan,0
2023,Desember,Nusa Tenggara Timur,Kerajinan,0
2023,Desember,Sumatera Selatan,Kerajinan,0
2023,Desember,Sumatera Utara,Kerajinan,0
2023,Januari,Bali,Panel,558003.7
2023,Januari,Banten,Panel,6810743.88
2023,Januari,DI Yogyakarta,Panel,228136.72
2023,Januari,DKI Jakarta,Panel,9864208.71
2023,Januari,Jambi,Panel,1002546.43
2023,Januari,Jawa Barat,Panel,8678935.99
2023,Januari,Jawa Tengah,Panel,44833631.43
2023,Januari,Jawa Timur,Panel,62090278.51
2023,Januari,Kalimantan Barat,Panel,5618338.05
2023,Januari,Kalimantan Selatan,Panel,8893377.5
2023,Januari,Kalimantan Tengah,Panel,0
2023,Januari,Kalimantan Timur,Panel,4281106.21
2023,Januari,Kalimantan Utara,Panel,1619594.6
2023,Januari,Lampung,Panel,1071097.05
2023,Januari,Maluku,Panel,309245.53
2023,Januari,Nusa Tenggara Timur,Panel,24877.5
2023,Januari,Papua,Panel,2179571.31
2023,Januari,Papua Barat,Panel,73782.73
2023,Januari,Riau,Panel,617939.14
2023,Januari,Sulawesi Selatan,Panel,36960.53
2023,Januari,Sulawesi Tengah,Panel,33555.4
2023,Januari,Sumatera Barat,Panel,95337.72
2023,Januari,Sumatera Selatan,Panel,1656722.65
2023,Januari,Sumatera Utara,Panel,9869555.73
2023,Februari,Bali,Panel,153508.05
2023,Februari,Banten,Panel,5012428.67
2023,Februari,DI Yogyakarta,Panel,183466.96
2023,Februari,DKI Jakarta,Panel,11955804.46
2023,Februari,Jambi,Panel,1164266.56
2023,Februari,Jawa Barat,Panel,8169824.12
2023,Februari,Jawa Tengah,Panel,43756558.89
2023,Februari,Jawa Timur,Panel,59503154.59
2023,Februari,Kalimantan Barat,Panel,4362012.61
2023,Februari,Kalimantan Selatan,Panel,7618747.4
2023,Februari,Kalimantan Tengah,Panel,0
2023,Februari,Kalimantan Timur,Panel,9531591.3
2023,Februari,Kalimantan Utara,Panel,5059021.56
2023,Februari,Lampung,Panel,1355173.26
2023,Februari,Maluku,Panel,267392.78
2023,Februari,Nusa Tenggara Timur,Panel,20072
2023,Februari,Papua,Panel,626542.42
2023,Februari,Papua Barat,Panel,23845.93
2023,Februari,Riau,Panel,190505.21
2023,Februari,Sulawesi Selatan,Panel,72158.62
2023,Februari,Sulawesi Tengah,Panel,4819.82
2023,Februari,Sumatera Barat,Panel,42226.09
2023,Februari,Sumatera Selatan,Panel,1312941.02
2023,Februari,Sumatera Utara,Panel,10586632.64
2023,Maret,Bali,Panel,351321.32
2023,Maret,Banten,Panel,6519946.83
2023,Maret,DI Yogyakarta,Panel,236539.02
