tahun,bulan,provinsi,produk,value usd
2023,Desember,Sulawesi Selatan,Woodworking,0
2023,Desember,Sulawesi Tengah,Woodworking,0
2023,Desember,Sumatera Barat,Woodworking,0
2023,Desember,Sumatera Selatan,Woodworking,0
2023,Desember,Sumatera Utara,Woodworking,0
2022,Januari,Bali,Bangunan Prefabrikasi,53808.22
2022,Januari,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Januari,Jawa Barat,Bangunan Prefabrikasi,0
2022,Januari,Jawa Tengah,Bangunan Prefabrikasi,68335.29
2022,Januari,Jawa Timur,Bangunan Prefabrikasi,0
2022,Januari,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Februari,Bali,Bangunan Prefabrikasi,49452.8
2022,Februari,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Februari,Jawa Barat,Bangunan Prefabrikasi,0
2022,Februari,Jawa Tengah,Bangunan Prefabrikasi,48873.55
2022,Februari,Jawa Timur,Bangunan Prefabrikasi,0
2022,Februari,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Maret,Bali,Bangunan Prefabrikasi,342430.59
2022,Maret,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Maret,Jawa Barat,Bangunan Prefabrikasi,0
2022,Maret,Jawa Tengah,Bangunan Prefabrikasi,55865.9
2022,Maret,Jawa Timur,Bangunan Prefabrikasi,0
2022,Maret,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,April,Bali,Bangunan Prefabrikasi,456844.42
2022,April,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,April,Jawa Barat,Bangunan Prefabrikasi,0
2022,April,Jawa Tengah,Bangunan Prefabrikasi,110091.47
2022,April,Jawa Timur,Bangunan Prefabrikasi,0
2022,April,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Mei,Bali,Bangunan Prefabrikasi,32788.51
2022,Mei,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Mei,Jawa Barat,Bangunan Prefabrikasi,0
2022,Mei,Jawa Tengah,Bangunan Prefabrikasi,58963.55
2022,Mei,Jawa Timur,Bangunan Prefabrikasi,0
2022,Mei,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Juni,Bali,Bangunan Prefabrikasi,181163.41
2022,Juni,DI Yogyakarta,Bangunan Prefabrikasi,10784.05
2022,Juni,Jawa Barat,Bangunan Prefabrikasi,0
2022,Juni,Jawa Tengah,Bangunan Prefabrikasi,36339.49
2022,Juni,Jawa Timur,Bangunan Prefabrikasi,0
2022,Juni,Sulawesi Utara,Bangunan Prefabrikasi,16224
2022,Juli,Bali,Bangunan Prefabrikasi,154410.04
2022,Juli,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Juli,Jawa Barat,Bangunan Prefabrikasi,0
2022,Juli,Jawa Tengah,Bangunan Prefabrikasi,66623.38
2022,Juli,Jawa Timur,Bangunan Prefabrikasi,7125
2022,Juli,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Agustus,Bali,Bangunan Prefabrikasi,173491.06
2022,Agustus,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Agustus,Jawa Barat,Bangunan Prefabrikasi,0
2022,Agustus,Jawa Tengah,Bangunan Prefabrikasi,31707.31
2022,Agustus,Jawa Timur,Bangunan Prefabrikasi,0
2022,Agustus,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,September,Bali,Bangunan Prefabrikasi,23988.35
2022,September,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,September,Jawa Barat,Bangunan Prefabrikasi,10312.37
2022,September,Jawa Tengah,Bangunan Prefabrikasi,7028.86
2022,September,Jawa Timur,Bangunan Prefabrikasi,0
2022,September,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Oktober,Bali,Bangunan Prefabrikasi,96093.62
2022,Oktober,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,Oktober,Jawa Barat,Bangunan Prefabrikasi,0
2022,Oktober,Jawa Tengah,Bangunan Prefabrikasi,29561.41
2022,Oktober,Jawa Timur,Bangunan Prefabrikasi,0
2022,Oktober,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,November,Bali,Bangunan Prefabrikasi,183544.74
2022,November,DI Yogyakarta,Bangunan Prefabrikasi,0
2022,November,Jawa Barat,Bangunan Prefabrikasi,4880.55
2022,November,Jawa Tengah,Bangunan Prefabrikasi,17858.75
2022,November,Jawa Timur,Bangunan Prefabrikasi,0
2022,November,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Desember,Bali,Bangunan Prefabrikasi,552246.24
2022,Desember,DI Yogyakarta,Bangunan Prefabrikasi,6364.04
2022,Desember,Jawa Barat,Bangunan Prefabrikasi,0
2022,Desember,Jawa Tengah,Bangunan Prefabrikasi,5864.89
2022,Desember,Jawa Timur,Bangunan Prefabrikasi,0
2022,Desember,Sulawesi Utara,Bangunan Prefabrikasi,0
2022,Januari,DI Yogyakarta,Chipwood,0
2022,Januari,DKI Jakarta,Chipwood,0
2022,Januari,Gorontalo,Chipwood,0
2022,Januari,Jawa Barat,Chipwood,938
2022,Januari,Jawa Tengah,Chipwood,52640.09
2022,Januari,Jawa Timur,Chipwood,48174.75
2022,Januari,Kalimantan Tengah,Chipwood,6921631.13
2022,Januari,Kalimantan Timur,Chipwood,5560000
2022,Januari,Sumatera Utara,Chipwood,0
2022,Februari,DI Yogyakarta,Chipwood,0
2022,Februari,DKI Jakarta,Chipwood,0
2022,Februari,Gorontalo,Chipwood,0
2022,Februari,Jawa Barat,Chipwood,0
2022,Februari,Jawa Tengah,Chipwood,12802
2022,Februari,Jawa Timur,Chipwood,47751.75
2022,Februari,Kalimantan Tengah,Chipwood,4675995.72
2022,Februari,Kalimantan Timur,Chipwood,10
2022,Februari,Sumatera Utara,Chipwood,0
2022,Maret,DI Yogyakarta,Chipwood,2
2022,Maret,DKI Jakarta,Chipwood,0
2022,Maret,Gorontalo,Chipwood,0
2022,Maret,Jawa Barat,Chipwood,1541
2022,Maret,Jawa Tengah,Chipwood,17984
2022,Maret,Jawa Timur,Chipwood,107175.84
2022,Maret,Kalimantan Tengah,Chipwood,2577384.27
2022,Maret,Kalimantan Timur,Chipwood,5471875
2022,Maret,Sumatera Utara,Chipwood,0
2022,April,DI Yogyakarta,Chipwood,0
2022,April,DKI Jakarta,Chipwood,0
2022,April,Gorontalo,Chipwood,0
2022,April,Jawa Barat,Chipwood,1540
2022,April,Jawa Tengah,Chipwood,35986.66
2022,April,Jawa Timur,Chipwood,23480.01
2022,April,Kalimantan Tengah,Chipwood,3630414.44
2022,April,Kalimantan Timur,Chipwood,5501925
2022,April,Sumatera Utara,Chipwood,0
2022,Mei,DI Yogyakarta,Chipwood,0
2022,Mei,DKI Jakarta,Chipwood,0
2022,Mei,Gorontalo,Chipwood,0
2022,Mei,Jawa Barat,Chipwood,1565
2022,Mei,Jawa Tengah,Chipwood,13500
2022,Mei,Jawa Timur,Chipwood,53163.32
2022,Mei,Kalimantan Tengah,Chipwood,4681192.23
2022,Mei,Kalimantan Timur,Chipwood,0
2022,Mei,Sumatera Utara,Chipwood,0
2022,Juni,DI Yogyakarta,Chipwood,0
2022,Juni,DKI Jakarta,Chipwood,1461504
2022,Juni,Gorontalo,Chipwood,0
2022,Juni,Jawa Barat,Chipwood,2671
2022,Juni,Jawa Tengah,Chipwood,27914.4
2022,Juni,Jawa Timur,Chipwood,48448.4
2022,Juni,Kalimantan Tengah,Chipwood,3477369.55
2022,Juni,Kalimantan Timur,Chipwood,2146500
2022,Juni,Sumatera Utara,Chipwood,6212
2022,Juli,DI Yogyakarta,Chipwood,0
2022,Juli,DKI Jakarta,Chipwood,40.5
2022,Juli,Gorontalo,Chipwood,0
2022,Juli,Jawa Barat,Chipwood,1646
2022,Juli,Jawa Tengah,Chipwood,21735
2022,Juli,Jawa Timur,Chipwood,46031.49
2022,Juli,Kalimantan Tengah,Chipwood,4972640.56
2022,Juli,Kalimantan Timur,Chipwood,4351450
2022,Juli,Sumatera Utara,Chipwood,8208
2022,Agustus,DI Yogyakarta,Chipwood,0
2022,Agustus,DKI Jakarta,Chipwood,0
2022,Agustus,Gorontalo,Chipwood,0
2022,Agustus,Jawa Barat,Chipwood,6962
2022,Agustus,Jawa Tengah,Chipwood,71217
2022,Agustus,Jawa Timur,Chipwood,20768
2022,Agustus,Kalimantan Tengah,Chipwood,5774369.86
2022,Agustus,Kalimantan Timur,Chipwood,0
2022,Agustus,Sumatera Utara,Chipwood,12481.83
2022,September,DI Yogyakarta,Chipwood,0
2022,September,DKI Jakarta,Chipwood,8.08
2022,September,Gorontalo,Chipwood,0
2022,September,Jawa Barat,Chipwood,0
2022,September,Jawa Tengah,Chipwood,21216
2022,September,Jawa Timur,Chipwood,28019.2
2022,September,Kalimantan Tengah,Chipwood,10735970.18
2022,September,Kalimantan Timur,Chipwood,2305500
2022,September,Sumatera Utara,Chipwood,20373
2022,Oktober,DI Yogyakarta,Chipwood,0
2022,Oktober,DKI Jakarta,Chipwood,50
2022,Oktober,Gorontalo,Chipwood,0
2022,Oktober,Jawa Barat,Chipwood,1777
2022,Oktober,Jawa Tengah,Chipwood,24807.19
2022,Oktober,Jawa Timur,Chipwood,31680
2022,Oktober,Kalimantan Tengah,Chipwood,0
2022,Oktober,Kalimantan Timur,Chipwood,2975400
2022,Oktober,Sumatera Utara,Chipwood,45642
2022,November,DI Yogyakarta,Chipwood,0
2022,November,DKI Jakarta,Chipwood,26979
2022,November,Gorontalo,Chipwood,1537685.42
2022,November,Jawa Barat,Chipwood,2178
2022,November,Jawa Tengah,Chipwood,44235.29
2022,November,Jawa Timur,Chipwood,271205.06
2022,November,Kalimantan Tengah,Chipwood,7364696.72
2022,November,Kalimantan Timur,Chipwood,2283750
2022,November,Sumatera Utara,Chipwood,28251
2022,Desember,DI Yogyakarta,Chipwood,0
2022,Desember,DKI Jakarta,Chipwood,29233.28
2022,Desember,Gorontalo,Chipwood,1666508.25
2022,Desember,Jawa Barat,Chipwood,0
2022,Desember,Jawa Tengah,Chipwood,25389
2022,Desember,Jawa Timur,Chipwood,28723.2
2022,Desember,Kalimantan Tengah,Chipwood,0
2022,Desember,Kalimantan Timur,Chipwood,4567500
2022,Desember,Sumatera Utara,Chipwood,23600
2022,Januari,Bali,Furnitur Kayu,3019154.76
2022,Januari,Banten,Furnitur Kayu,11966724.56
2022,Januari,DI Yogyakarta,Furnitur Kayu,4679980.18
2022,Januari,DKI Jakarta,Furnitur Kayu,12364018.97
2022,Januari,Jawa Barat,Furnitur Kayu,17056494.51
2022,Januari,Jawa Tengah,Furnitur Kayu,82303259.6
2022,Januari,Jawa Timur,Furnitur Kayu,63946078.56
2022,Januari,Kalimantan Selatan,Furnitur Kayu,36012.24
2022,Januari,Kepulauan Riau,Furnitur Kayu,2910281.86
2022,Januari,Lampung,Furnitur Kayu,44618.5
2022,Januari,Nusa Tenggara Timur,Furnitur Kayu,95577
2022,Januari,Papua,Furnitur Kayu,3978.58
2022,Januari,Sulawesi Selatan,Furnitur Kayu,310608
2022,Januari,Sulawesi Tengah,Furnitur Kayu,0
2022,Januari,Sumatera Selatan,Furnitur Kayu,13025.28
2022,Januari,Sumatera Utara,Furnitur Kayu,3546034.34
2022,Februari,Bali,Furnitur Kayu,3693895.13
2022,Februari,Banten,Furnitur Kayu,7010632.01
2022,Februari,DI Yogyakarta,Furnitur Kayu,3501119.77
2022,Februari,DKI Jakarta,Furnitur Kayu,9449441.09
2022,Februari,Jawa Barat,Furnitur Kayu,14414265.73
2022,Februari,Jawa Tengah,Furnitur Kayu,73213185.16
2022,Februari,Jawa Timur,Furnitur Kayu,59133023.45
2022,Februari,Kalimantan Selatan,Furnitur Kayu,35692.47
2022,Februari,Kepulauan Riau,Furnitur Kayu,1265230.54
2022,Februari,Lampung,Furnitur Kayu,54902.26
2022,Februari,Nusa Tenggara Timur,Furnitur Kayu,96295
2022,Februari,Papua,Furnitur Kayu,0
2022,Februari,Sulawesi Selatan,Furnitur Kayu,299954
2022,Februari,Sulawesi Tengah,Furnitur Kayu,4028.57
2022,Februari,Sumatera Selatan,Furnitur Kayu,164.58
2022,Februari,Sumatera Utara,Furnitur Kayu,2777563.99
2022,Maret,Bali,Furnitur Kayu,4206289.59
2022,Maret,Banten,Furnitur Kayu,10970701.75
2022,Maret,DI Yogyakarta,Furnitur Kayu,5510710.02
2022,Maret,DKI Jakarta,Furnitur Kayu,8595278.22
2022,Maret,Jawa Barat,Furnitur Kayu,18645731.08
2022,Maret,Jawa Tengah,Furnitur Kayu,94140375.94
2022,Maret,Jawa Timur,Furnitur Kayu,64965694.67
2022,Maret,Kalimantan Selatan,Furnitur Kayu,23886.2
2022,Maret,Kepulauan Riau,Furnitur Kayu,3294618.34
2022,Maret,Lampung,Furnitur Kayu,131648.1
2022,Maret,Nusa Tenggara Timur,Furnitur Kayu,84982.5
2022,Maret,Papua,Furnitur Kayu,185
2022,Maret,Sulawesi Selatan,Furnitur Kayu,431842
2022,Maret,Sulawesi Tengah,Furnitur Kayu,0
2022,Maret,Sumatera Selatan,Furnitur Kayu,2780.69
2022,Maret,Sumatera Utara,Furnitur Kayu,3317835.21
2022,April,Bali,Furnitur Kayu,4670048.82
2022,April,Banten,Furnitur Kayu,10937701.54
2022,April,DI Yogyakarta,Furnitur Kayu,4803134.58
2022,April,DKI Jakarta,Furnitur Kayu,9652974.66
2022,April,Jawa Barat,Furnitur Kayu,15999816.65
2022,April,Jawa Tengah,Furnitur Kayu,85624565.06
2022,April,Jawa Timur,Furnitur Kayu,63441633.99
2022,April,Kalimantan Selatan,Furnitur Kayu,16674.85
2022,April,Kepulauan Riau,Furnitur Kayu,2164167.52
2022,April,Lampung,Furnitur Kayu,84673.18
2022,April,Nusa Tenggara Timur,Furnitur Kayu,62024
2022,April,Papua,Furnitur Kayu,0
2022,April,Sulawesi Selatan,Furnitur Kayu,199441
2022,April,Sulawesi Tengah,Furnitur Kayu,21638
2022,April,Sumatera Selatan,Furnitur Kayu,0
2022,April,Sumatera Utara,Furnitur Kayu,2728134.86
2022,Mei,Bali,Furnitur Kayu,2710242.12
2022,Mei,Banten,Furnitur Kayu,6246453.06
2022,Mei,DI Yogyakarta,Furnitur Kayu,2410314.7
2022,Mei,DKI Jakarta,Furnitur Kayu,6231331.25
2022,Mei,Jawa Barat,Furnitur Kayu,10763420.2
2022,Mei,Jawa Tengah,Furnitur Kayu,47083494.52
2022,Mei,Jawa Timur,Furnitur Kayu,40457326.05
2022,Mei,Kalimantan Selatan,Furnitur Kayu,40928.24
2022,Mei,Kepulauan Riau,Furnitur Kayu,2134999.24
2022,Mei,Lampung,Furnitur Kayu,38813.5
2022,Mei,Nusa Tenggara Timur,Furnitur Kayu,73453
2022,Mei,Papua,Furnitur Kayu,25
2022,Mei,Sulawesi Selatan,Furnitur Kayu,307708
2022,Mei,Sulawesi Tengah,Furnitur Kayu,0
2022,Mei,Sumatera Selatan,Furnitur Kayu,196.24
2022,Mei,Sumatera Utara,Furnitur Kayu,1833823.15
2022,Juni,Bali,Furnitur Kayu,3223266.08
2022,Juni,Banten,Furnitur Kayu,8317184.79
2022,Juni,DI Yogyakarta,Furnitur Kayu,3849050.65
2022,Juni,DKI Jakarta,Furnitur Kayu,8994129.34
2022,Juni,Jawa Barat,Furnitur Kayu,13467863.25
2022,Juni,Jawa Tengah,Furnitur Kayu,76555134.02
2022,Juni,Jawa Timur,Furnitur Kayu,59615674.24
2022,Juni,Kalimantan Selatan,Furnitur Kayu,20733.06
2022,Juni,Kepulauan Riau,Furnitur Kayu,2470667.81
2022,Juni,Lampung,Furnitur Kayu,156076.1
2022,Juni,Nusa Tenggara Timur,Furnitur Kayu,67132
2022,Juni,Papua,Furnitur Kayu,84
2022,Juni,Sulawesi Selatan,Furnitur Kayu,321952
2022,Juni,Sulawesi Tengah,Furnitur Kayu,3331.71
2022,Juni,Sumatera Selatan,Furnitur Kayu,0
2022,Juni,Sumatera Utara,Furnitur Kayu,2523089.26
2022,Juli,Bali,Furnitur Kayu,2551511.98
2022,Juli,Banten,Furnitur Kayu,7128245.16
2022,Juli,DI Yogyakarta,Furnitur Kayu,3609884.27
2022,Juli,DKI Jakarta,Furnitur Kayu,7428350.17
2022,Juli,Jawa Barat,Furnitur Kayu,11631111.41
2022,Juli,Jawa Tengah,Furnitur Kayu,62868190.01
2022,Juli,Jawa Timur,Furnitur Kayu,52510494.59
2022,Juli,Kalimantan Selatan,Furnitur Kayu,0
2022,Juli,Kepulauan Riau,Furnitur Kayu,3079451.14
2022,Juli,Lampung,Furnitur Kayu,67862.6
2022,Juli,Nusa Tenggara Timur,Furnitur Kayu,114808.5
2022,Juli,Papua,Furnitur Kayu,756
2022,Juli,Sulawesi Selatan,Furnitur Kayu,317090
2022,Juli,Sulawesi Tengah,Furnitur Kayu,0
2022,Juli,Sumatera Selatan,Furnitur Kayu,75.04
2022,Juli,Sumatera Utara,Furnitur Kayu,2901425.38
2022,Agustus,Bali,Furnitur Kayu,2952755.89
2022,Agustus,Banten,Furnitur Kayu,6079597.99
2022,Agustus,DI Yogyakarta,Furnitur Kayu,3488588.84
2022,Agustus,DKI Jakarta,Furnitur Kayu,6149633.94
2022,Agustus,Jawa Barat,Furnitur Kayu,10092947.04
2022,Agustus,Jawa Tengah,Furnitur Kayu,354174679.8
2022,Agustus,Jawa Timur,Furnitur Kayu,46935445.15
2022,Agustus,Kalimantan Selatan,Furnitur Kayu,0
2022,Agustus,Kepulauan Riau,Furnitur Kayu,992775.75
2022,Agustus,Lampung,Furnitur Kayu,7452.5
2022,Agustus,Nusa Tenggara Timur,Furnitur Kayu,56766
2022,Agustus,Papua,Furnitur Kayu,245186
2022,Agustus,Sulawesi Selatan,Furnitur Kayu,263948
2022,Agustus,Sulawesi Tengah,Furnitur Kayu,0
2022,Agustus,Sumatera Selatan,Furnitur Kayu,75.73
2022,Agustus,Sumatera Utara,Furnitur Kayu,2578590.42
2022,September,Bali,Furnitur Kayu,3321835.69
2022,September,Banten,Furnitur Kayu,6919976.91
2022,September,DI Yogyakarta,Furnitur Kayu,3396283.78
2022,September,DKI Jakarta,Furnitur Kayu,7433349.16
2022,September,Jawa Barat,Furnitur Kayu,11098565.6
2022,September,Jawa Tengah,Furnitur Kayu,58848559.88
2022,September,Jawa Timur,Furnitur Kayu,53888884.61
2022,September,Kalimantan Selatan,Furnitur Kayu,31119.65
2022,September,Kepulauan Riau,Furnitur Kayu,1598214.48
2022,September,Lampung,Furnitur Kayu,0
2022,September,Nusa Tenggara Timur,Furnitur Kayu,55475
2022,September,Papua,Furnitur Kayu,108612
2022,September,Sulawesi Selatan,Furnitur Kayu,325786
2022,September,Sulawesi Tengah,Furnitur Kayu,0
2022,September,Sumatera Selatan,Furnitur Kayu,145.93
2022,September,Sumatera Utara,Furnitur Kayu,2258432.86
2022,Oktober,Bali,Furnitur Kayu,3150602.18
2022,Oktober,Banten,Furnitur Kayu,7021460.3
2022,Oktober,DI Yogyakarta,Furnitur Kayu,3023160.95
2022,Oktober,DKI Jakarta,Furnitur Kayu,8219372.6
2022,Oktober,Jawa Barat,Furnitur Kayu,10250967.6
2022,Oktober,Jawa Tengah,Furnitur Kayu,54272113.67
2022,Oktober,Jawa Timur,Furnitur Kayu,51872566.1
2022,Oktober,Kalimantan Selatan,Furnitur Kayu,20295.28
2022,Oktober,Kepulauan Riau,Furnitur Kayu,988730.24
2022,Oktober,Lampung,Furnitur Kayu,90809.11
2022,Oktober,Nusa Tenggara Timur,Furnitur Kayu,91622.5
2022,Oktober,Papua,Furnitur Kayu,35700
2022,Oktober,Sulawesi Selatan,Furnitur Kayu,312040
2022,Oktober,Sulawesi Tengah,Furnitur Kayu,5680.23
2022,Oktober,Sumatera Selatan,Furnitur Kayu,0
2022,Oktober,Sumatera Utara,Furnitur Kayu,2049465.28
2022,November,Bali,Furnitur Kayu,4458139.72
2022,November,Banten,Furnitur Kayu,9748521.45
2022,November,DI Yogyakarta,Furnitur Kayu,3384388.09
2022,November,DKI Jakarta,Furnitur Kayu,6849389.54
2022,November,Jawa Barat,Furnitur Kayu,12020703.67
2022,November,Jawa Tengah,Furnitur Kayu,57445082.1
2022,November,Jawa Timur,Furnitur Kayu,47397430.21
2022,November,Kalimantan Selatan,Furnitur Kayu,0
2022,November,Kepulauan Riau,Furnitur Kayu,1094478.06
2022,November,Lampung,Furnitur Kayu,58550
2022,November,Nusa Tenggara Timur,Furnitur Kayu,70372.5
2022,November,Papua,Furnitur Kayu,42840
2022,November,Sulawesi Selatan,Furnitur Kayu,427136.5
2022,November,Sulawesi Tengah,Furnitur Kayu,0
2022,November,Sumatera Selatan,Furnitur Kayu,0
2022,November,Sumatera Utara,Furnitur Kayu,1721537.12
2022,Desember,Bali,Furnitur Kayu,3603013.26
2022,Desember,Banten,Furnitur Kayu,10085459.12
2022,Desember,DI Yogyakarta,Furnitur Kayu,3157517.75
2022,Desember,DKI Jakarta,Furnitur Kayu,8304239.28
2022,Desember,Jawa Barat,Furnitur Kayu,10684076.21
2022,Desember,Jawa Tengah,Furnitur Kayu,59951784.9
2022,Desember,Jawa Timur,Furnitur Kayu,44061521.53
2022,Desember,Kalimantan Selatan,Furnitur Kayu,50119.67
2022,Desember,Kepulauan Riau,Furnitur Kayu,1459702.81
2022,Desember,Lampung,Furnitur Kayu,114229
2022,Desember,Nusa Tenggara Timur,Furnitur Kayu,115577
2022,Desember,Papua,Furnitur Kayu,0
2022,Desember,Sulawesi Selatan,Furnitur Kayu,297554.8
2022,Desember,Sulawesi Tengah,Furnitur Kayu,0
2022,Desember,Sumatera Selatan,Furnitur Kayu,13100.67
2022,Desember,Sumatera Utara,Furnitur Kayu,2292719.41
2022,Januari,Bali,Kerajinan,1182184.33
2022,Januari,Banten,Kerajinan,2628616.08
2022,Januari,DI Yogyakarta,Kerajinan,196392.69
2022,Januari,DKI Jakarta,Kerajinan,387446.93
2022,Januari,Jambi,Kerajinan,10224
2022,Januari,Jawa Barat,Kerajinan,1250625.29
2022,Januari,Jawa Tengah,Kerajinan,2504310.25
2022,Januari,Jawa Timur,Kerajinan,679826.03
2022,Januari,Kalimantan Tengah,Kerajinan,0
2022,Januari,Lampung,Kerajinan,47637.87
2022,Januari,Nusa Tenggara Timur,Kerajinan,0
2022,Januari,Papua,Kerajinan,0
2022,Januari,Sumatera Selatan,Kerajinan,62078.42
2022,Januari,Sumatera Utara,Kerajinan,27339.26
2022,Februari,Bali,Kerajinan,1486555.98
2022,Februari,Banten,Kerajinan,2253052.1
2022,Februari,DI Yogyakarta,Kerajinan,450924.21
2022,Februari,DKI Jakarta,Kerajinan,558316.61
2022,Februari,Jambi,Kerajinan,0
2022,Februari,Jawa Barat,Kerajinan,619755.7
2022,Februari,Jawa Tengah,Kerajinan,2626274.5
2022,Februari,Jawa Timur,Kerajinan,433629.77
2022,Februari,Kalimantan Tengah,Kerajinan,12223
2022,Februari,Lampung,Kerajinan,0
2022,Februari,Nusa Tenggara Timur,Kerajinan,0
2022,Februari,Papua,Kerajinan,0
2022,Februari,Sumatera Selatan,Kerajinan,22219.56
2022,Februari,Sumatera Utara,Kerajinan,0
2022,Maret,Bali,Kerajinan,1504362.37
2022,Maret,Banten,Kerajinan,3074897.02
2022,Maret,DI Yogyakarta,Kerajinan,492271.47
2022,Maret,DKI Jakarta,Kerajinan,432115.76
2022,Maret,Jambi,Kerajinan,10780
2022,Maret,Jawa Barat,Kerajinan,1088440.04
2022,Maret,Jawa Tengah,Kerajinan,3322482.22
2022,Maret,Jawa Timur,Kerajinan,700801.59
2022,Maret,Kalimantan Tengah,Kerajinan,0
2022,Maret,Lampung,Kerajinan,175905.24
2022,Maret,Nusa Tenggara Timur,Kerajinan,0
2022,Maret,Papua,Kerajinan,90
2022,Maret,Sumatera Selatan,Kerajinan,111949.52
2022,Maret,Sumatera Utara,Kerajinan,0
2022,April,Bali,Kerajinan,1394503.22
2022,April,Banten,Kerajinan,2628164.83
2022,April,DI Yogyakarta,Kerajinan,367667.18
2022,April,DKI Jakarta,Kerajinan,583832.04
2022,April,Jambi,Kerajinan,0
2022,April,Jawa Barat,Kerajinan,1242108.9
2022,April,Jawa Tengah,Kerajinan,2749715.93
2022,April,Jawa Timur,Kerajinan,549955.05
2022,April,Kalimantan Tengah,Kerajinan,18288
2022,April,Lampung,Kerajinan,90417.5
2022,April,Nusa Tenggara Timur,Kerajinan,0
2022,April,Papua,Kerajinan,0
2022,April,Sumatera Selatan,Kerajinan,86364.09
2022,April,Sumatera Utara,Kerajinan,10236.94
2022,Mei,Bali,Kerajinan,784816.58
2022,Mei,Banten,Kerajinan,2109493.92
2022,Mei,DI Yogyakarta,Kerajinan,548326.41
2022,Mei,DKI Jakarta,Kerajinan,119335.19
2022,Mei,Jambi,Kerajinan,10970
2022,Mei,Jawa Barat,Kerajinan,758806.97
2022,Mei,Jawa Tengah,Kerajinan,1527413.54
2022,Mei,Jawa Timur,Kerajinan,412715.73
2022,Mei,Kalimantan Tengah,Kerajinan,0
2022,Mei,Lampung,Kerajinan,79339
2022,Mei,Nusa Tenggara Timur,Kerajinan,0
2022,Mei,Papua,Kerajinan,0
2022,Mei,Sumatera Selatan,Kerajinan,105403.18
2022,Mei,Sumatera Utara,Kerajinan,0
2022,Juni,Bali,Kerajinan,1196277.54
2022,Juni,Banten,Kerajinan,2821409.22
2022,Juni,DI Yogyakarta,Kerajinan,357495.93
2022,Juni,DKI Jakarta,Kerajinan,111905.12
2022,Juni,Jambi,Kerajinan,0
2022,Juni,Jawa Barat,Kerajinan,946678.82
2022,Juni,Jawa Tengah,Kerajinan,2794559.76
2022,Juni,Jawa Timur,Kerajinan,424124.41
2022,Juni,Kalimantan Tengah,Kerajinan,0
2022,Juni,Lampung,Kerajinan,80391.07
2022,Juni,Nusa Tenggara Timur,Kerajinan,0
2022,Juni,Papua,Kerajinan,0
2022,Juni,Sumatera Selatan,Kerajinan,91544.48
2022,Juni,Sumatera Utara,Kerajinan,28641.71
2022,Juli,Bali,Kerajinan,928543.89
2022,Juli,Banten,Kerajinan,2820529.14
2022,Juli,DI Yogyakarta,Kerajinan,385816
2022,Juli,DKI Jakarta,Kerajinan,12428.32
2022,Juli,Jambi,Kerajinan,19160
2022,Juli,Jawa Barat,Kerajinan,876683.15
2022,Juli,Jawa Tengah,Kerajinan,2865086.26
2022,Juli,Jawa Timur,Kerajinan,563929.86
2022,Juli,Kalimantan Tengah,Kerajinan,12803
2022,Juli,Lampung,Kerajinan,15437.5
2022,Juli,Nusa Tenggara Timur,Kerajinan,0
2022,Juli,Papua,Kerajinan,0
2022,Juli,Sumatera Selatan,Kerajinan,89752.38
2022,Juli,Sumatera Utara,Kerajinan,0
2022,Agustus,Bali,Kerajinan,889342.87
2022,Agustus,Banten,Kerajinan,2707933.32
2022,Agustus,DI Yogyakarta,Kerajinan,266020.52
2022,Agustus,DKI Jakarta,Kerajinan,33705.46
2022,Agustus,Jambi,Kerajinan,0
2022,Agustus,Jawa Barat,Kerajinan,698581.1
2022,Agustus,Jawa Tengah,Kerajinan,2647428.62
2022,Agustus,Jawa Timur,Kerajinan,435860.02
2022,Agustus,Kalimantan Tengah,Kerajinan,0
2022,Agustus,Lampung,Kerajinan,0
2022,Agustus,Nusa Tenggara Timur,Kerajinan,0
2022,Agustus,Papua,Kerajinan,0
2022,Agustus,Sumatera Selatan,Kerajinan,60813.99
2022,Agustus,Sumatera Utara,Kerajinan,0
2022,September,Bali,Kerajinan,1141804.62
2022,September,Banten,Kerajinan,3094439.44
2022,September,DI Yogyakarta,Kerajinan,428729.89
2022,September,DKI Jakarta,Kerajinan,91664.41
2022,September,Jambi,Kerajinan,0
2022,September,Jawa Barat,Kerajinan,965867.67
2022,September,Jawa Tengah,Kerajinan,2637689.74
